id,diversity,citations,year,region,is_Biotech
EP19890100529,0.0011,1,1989,UKE13,0
EP19950201888,0.0017,0,1995,UKH12,0
EP19910203365,0.0088,1,1991,UKH12,1
EP19950305505,0.0023,0,1995,UKK15,0
EP19950306630,0.0019,0,1995,UKG31,0
EP19950305763,0.0024,1,1995,UKH33,0
EP19950106198,0.0002,0,1995,UKL21,0
EP19900310865,0.0031,1,1990,UKJ11,0
EP19950303845,0.0082,0,1995,UKK11,0
EP19950303742,0.0163,0,1995,UKD43,0
EP19900314344,0.0017,2,1990,UKJ23,0
EP19950303388,0.0088,0,1995,UKJ23,0
EP19950304148,0.0045,3,1995,UKM26,0
EP19950108844,0.0235,0,1995,UKG31,0
EP19910105141,0.0199,1,1991,UKG12,0
EP19950302083,0.0288,1,1995,GBZZZ,0
EP19950201364,0.0016,0,1995,UKI23,0
EP19940910913,0.0058,1,1994,UKI23,0
EP19910105140,0.0228,1,1991,UKG12,0
EP19950304167,0.0045,0,1995,UKD32,0
EP19950303384,0.0017,0,1995,GBZZZ,0
EP19950105495,0.1778,0,1995,UKH23,0
EP19930108628,0.2321,1,1993,UKH23,1
EP19950401301,0.007,0,1995,UKH33,0
EP19880306278,0.0043,1,1988,UKH33,0
EP19950304606,0.0046,0,1995,UKG13,0
EP19930202978,0.002,1,1993,UKH13,0
EP19950304320,0.0057,0,1995,UKJ41,0
EP19880306529,0.0031,1,1988,UKJ41,0
EP19950107711,0.012,0,1995,UKH12,0
EP19950304569,0.0004,0,1995,UKH14,0
EP19790100548,0.0005,1,1979,UKH33,0
EP19950109834,0.0009,0,1995,UKK23,0
EP19950303172,0.0034,1,1995,UKF13,0
EP19930307908,0.0053,2,1993,UKF22,0
EP19950303618,0.0342,0,1995,UKM24,0
EP19860303397,0.0263,3,1986,UKE31,0
EP19950303722,0.0029,0,1995,UKC14,0
EP19940303111,0.0029,1,1994,UKC14,0
EP19950201600,0.0041,0,1995,UKF25,0
EP19950303319,0.0028,0,1995,UKJ14,0
EP19950303545,0.0059,0,1995,UKH23,0
EP19950303740,0.02,0,1995,UKD32,0
EP19950303310,0.0089,0,1995,UKJ41,0
EP19940307058,0.0162,1,1994,UKJ41,0
EP19940306533,0.0083,3,1994,UKJ41,0
EP19930301208,0.007,2,1993,UKH23,0
EP19950303350,0.0221,1,1995,UKE12,0
EP19950303745,0.0009,0,1995,UKJ33,0
EP19870310486,0.0016,3,1987,UKD43,0
EP19950303470,0.0022,0,1995,UKJ23,0
EP19860304833,0.0009,1,1986,UKH33,0
EP19950303625,0.0027,2,1995,UKE12,0
EP19950302552,0.0023,0,1995,UKG36,0
EP19910310482,0.0008,2,1991,UKE41,0
EP19950303546,0.0077,0,1995,UKK43,0
EP19950304054,0.0043,2,1995,UKJ23,0
EP19890107702,0.0043,1,1989,UKJ23,0
EP19950401119,0.0023,0,1995,UKH12,0
EP19870300708,0.0031,1,1987,GBZZZ,0
EP19950110118,0.0059,0,1995,UKJ14,0
EP19900309878,0.0025,1,1990,UKJ14,0
EP19950304708,0.0051,0,1995,UKL21,0
EP19950305011,0.0055,0,1995,UKJ33,0
EP19930308128,0.0023,1,1993,UKJ33,0
EP19950401769,0.004,0,1995,UKH33,0
EP19920202526,0.0031,2,1992,UKI23,0
EP19950305181,0.002,1,1995,UKK13,0
EP19880312018,0.0016,1,1988,UKJ42,0
EP19950111608,0.0001,0,1995,UKJ13,0
EP19910302532,0.0016,1,1991,UKJ13,0
EP19950304665,0.0023,0,1995,UKK15,0
EP19950304568,0.0013,0,1995,UKL22,0
EP19950304592,0.0038,0,1995,UKH12,0
EP19930301982,0.0032,1,1993,UKH12,0
EP19950305477,0.0068,0,1995,UKJ23,0
EP19950305035,0.0045,0,1995,UKK13,0
EP19950305260,0.0153,0,1995,UKJ23,0
EP19950304898,0.0096,0,1995,UKJ23,0
EP19950304897,0.0121,0,1995,UKJ23,0
EP19950305048,0.0076,0,1995,UKM21,0
EP19940300857,0.0061,2,1994,UKM21,0
EP19950304670,0.0182,0,1995,UKK22,0
EP19950304669,0.0183,2,1995,UKK22,0
EP19950304760,0.0099,1,1995,UKH33,0
EP19950304220,0.0016,0,1995,UKG31,0
EP19920309001,0.0016,3,1992,UKH23,0
EP19950304540,0.0055,0,1995,UKI12,0
EP19950304680,0.0038,0,1995,UKG11,0
EP19890310334,0.0038,1,1989,UKG11,0
EP19950304677,0.005,0,1995,UKH25,0
EP19890304855,0.0007,1,1989,UKH25,0
EP19950304754,0.0036,0,1995,UKL24,0
EP19950303725,0.0129,0,1995,UKD31,0
EP19900305471,0.0114,1,1990,UKJ42,0
EP19950304178,0.0028,0,1995,UKD74,0
EP19950304667,0.0023,0,1995,UKJ24,0
EP19950304666,0.0023,0,1995,UKK15,0
EP19950304958,0.0144,1,1995,UKE22,0
EP19930306995,0.0055,2,1993,UKG33,0
EP19950305138,0.0008,2,1995,UKE21,0
EP19950305139,0.0008,0,1995,UKE21,0
EP19950201776,0.0046,0,1995,UKK11,0
EP19890302253,0.0036,1,1989,UKK12,0
EP19950303033,0.0021,0,1995,UKJ42,0
EP19950303034,0.0026,0,1995,UKJ42,0
EP19950302384,0.0016,1,1995,GBZZZ,0
EP19840305161,0.0014,3,1984,UKE41,0
EP19950304403,0.0029,1,1995,UKJ14,0
EP19950304473,0.0005,0,1995,UKI23,0
EP19910307826,0.001,1,1991,UKD62,0
EP19950304640,0.0002,1,1995,UKI23,0
EP19940301388,0.0004,1,1994,UKI23,0
EP19950303931,0.0053,2,1995,UKE41,0
EP19920308725,0.0051,5,1992,UKE42,0
EP19950308304,0.0004,0,1995,UKM50,0
EP19910110886,0.0004,1,1991,UKM50,0
EP19950308201,0.006,0,1995,UKH23,0
EP19950113077,0.0005,0,1995,UKF22,0
EP19900108973,0.0004,1,1990,UKF22,0
EP19950308879,0.0048,0,1995,UKJ12,0
EP19930309474,0.0046,1,1993,UKG32,0
EP19950301964,0.0018,0,1995,UKJ42,0
EP19890307969,0.0007,1,1989,UKI23,0
EP19950302737,0.0163,0,1995,UKH12,0
EP19930305335,0.0032,1,1993,UKH12,0
EP19950307909,0.0003,0,1995,UKJ23,0
EP19860302963,0.0059,1,1986,UKJ23,0
EP19950308850,0.0058,0,1995,UKF22,0
EP19950301990,0.0051,0,1995,UKH11,0
EP19920203675,0.007,1,1992,UKH23,0
EP19950307824,0.0057,0,1995,UKH23,0
EP19880304982,0.0057,1,1988,UKH14,0
EP19950308019,0.0013,0,1995,UKL21,0
EP19900308152,0.0002,1,1990,UKK12,0
EP19950306822,0.0009,0,1995,UKJ13,0
EP19860305942,0.0058,1,1986,GBZZZ,0
EP19950203117,0.0041,0,1995,UKI23,0
EP19930200979,0.0034,1,1993,UKI23,0
EP19950307452,0.0025,1,1995,UKH33,0
EP19950302530,0.004,0,1995,UKH13,0
EP19820303689,0.0004,1,1982,UKE22,0
EP19950308021,0.0011,1,1995,UKH12,0
EP19940300194,0.0043,2,1994,UKH12,0
EP19950308006,0.0038,0,1995,UKJ23,0
EP19950303069,0.0027,0,1995,GBZZZ,0
EP19900300856,0.0027,3,1990,GBZZZ,0
EP19950308715,0.006,1,1995,UKK13,0
EP19950308546,0.0005,0,1995,UKF30,0
EP19880306640,0.0004,1,1988,UKJ14,0
EP19950307962,0.0242,1,1995,UKD74,0
EP19920306005,0.0173,4,1992,UKD74,0
EP19950308925,0.0055,0,1995,UKH23,0
EP19950307736,0.0075,1,1995,UKJ41,0
EP19950307954,0.0032,0,1995,UKJ42,0
EP19950307968,0.0208,0,1995,UKD74,0
EP19950308585,0.0006,0,1995,UKH25,0
EP19920309786,0.0007,1,1992,UKJ24,0
EP19950308512,0.0015,0,1995,UKJ33,0
EP19930303285,0.0015,1,1993,UKM25,0
EP19950102651,0.009,1,1995,UKJ33,0
EP19900312134,0.007,1,1990,UKK11,0
EP19950308639,0.0014,0,1995,UKF13,0
EP19950307829,0.0088,0,1995,UKD31,0
EP19930306677,0.0074,1,1993,UKD31,0
EP19950309286,0.0043,1,1995,UKH33,0
EP19950309202,0.0037,0,1995,UKK12,0
EP19920310387,0.0048,2,1992,UKI12,0
EP19950308854,0.0004,0,1995,UKG13,0
EP19880306987,0.0055,2,1988,UKG33,0
EP19950306562,0.0073,0,1995,UKH14,0
EP19930111068,0.0113,1,1993,UKJ32,0
EP19950307961,0.0208,0,1995,UKD74,0
EP19950308453,0.0034,0,1995,UKJ23,0
EP19920305825,0.002,1,1992,UKJ23,0
EP19950309085,0.0023,1,1995,UKG24,0
EP19950105965,0.0059,0,1995,UKG38,0
EP19950106389,0.004,0,1995,UKF22,0
EP19890311420,0.0072,1,1989,UKD43,0
EP19950309221,0.0034,2,1995,UKG36,0
EP19900302222,0.0027,6,1990,UKD43,0
EP19950308977,0.0057,0,1995,UKM65,0
EP19900311460,0.0017,1,1990,UKM65,0
EP19950307714,0.0006,1,1995,UKD31,0
EP19950309197,0.005,0,1995,UKJ23,0
EP19900305794,0.0018,1,1990,UKJ11,0
EP19950309277,0.0018,0,1995,UKK13,0
EP19950308452,0.0086,0,1995,UKJ23,0
EP19930303818,0.0086,1,1993,UKJ23,0
EP19950308013,0.0178,2,1995,UKJ23,0
EP19930305174,0.0152,1,1993,UKM26,0
EP19860305523,0.0437,1,1986,UKJ23,0
EP19950308372,0.0046,0,1995,UKG13,0
EP19900306119,0.0037,1,1990,UKG32,0
EP19950308288,0.0003,0,1995,UKC14,0
EP19920309699,0.0003,1,1992,UKC14,0
EP19950307985,0.0003,0,1995,UKH14,0
EP19850303323,0.0004,1,1985,UKN03,0
EP19950309411,0.0182,0,1995,UKM24,0
EP19940301416,0.01,1,1994,UKM27,0
EP19950308080,0.1096,1,1995,UKJ23,0
EP19940300330,0.052,4,1994,UKJ23,0
EP19950301555,0.003,0,1995,UKJ11,0
EP19910307268,0.0017,1,1991,UKJ13,0
EP19950307508,0.002,0,1995,UKJ23,0
EP19950309054,0.0085,0,1995,UKC14,0
EP19950302659,0.0011,0,1995,UKJ33,0
EP19950306678,0.0012,0,1995,UKE31,0
EP19950307363,0.0008,1,1995,UKG33,0
EP19860301722,0.0017,1,1986,UKN02,0
EP19950307128,0.0002,0,1995,UKG33,0
EP19910307267,0.0002,1,1991,UKF22,0
EP19950119564,0.0034,0,1995,UKI23,0
EP19890303323,0.0003,1,1989,UKH14,0
EP19950306412,0.0013,0,1995,UKM33,0
EP19950307471,0.0141,0,1995,UKJ14,0
EP19870202477,0.0086,1,1987,UKJ23,0
EP19950302361,0.0148,1,1995,UKD43,0
EP19950104175,0.0065,0,1995,UKD62,0
EP19950202727,0.0007,0,1995,UKI23,0
EP19950302360,0.0101,0,1995,UKD61,0
EP19950305960,0.0006,0,1995,UKG39,0
EP19950306635,0.0014,2,1995,UKH33,0
EP19940307693,0.0026,4,1994,UKH33,0
EP19940304305,0.002,3,1994,UKH33,0
EP19930203291,0.0026,1,1993,UKI23,0
EP19950309084,0.0023,0,1995,UKG31,0
EP19950306505,0.038,0,1995,UKJ23,0
EP19930303863,0.0191,1,1993,UKJ23,0
EP19950303035,0.0251,1,1995,UKJ11,0
EP19950302984,0.0019,0,1995,UKJ22,0
EP19920308883,0.0006,1,1992,UKJ21,0
EP19950309372,0.0058,0,1995,UKJ23,0
EP19940301410,0.0043,3,1994,UKJ23,0
EP19950307692,0.0283,0,1995,UKC22,0
EP19950307691,0.0219,0,1995,UKC22,0
EP19950307285,0.0185,0,1995,UKC22,0
EP19950307505,0.0008,0,1995,UKJ24,0
EP19950303508,0.0055,1,1995,UKJ24,0
EP19950306938,0.0031,0,1995,UKK13,0
EP19920300809,0.0026,1,1992,UKG13,0
EP19950309337,0.0021,0,1995,UKJ24,0
EP19860301518,0.0025,1,1986,UKJ23,0
EP19950306631,0.0081,0,1995,UKD43,0
EP19790301741,0.0042,1,1979,UKJ24,0
EP19950309288,0.0043,1,1995,UKH33,0
EP19890313223,0.0043,1,1989,UKH33,0
EP19950307040,0.0017,0,1995,UKK22,0
EP19910311416,0.0006,1,1991,UKF22,0
EP19950307594,0.001,0,1995,UKG13,0
EP19890302074,0.0002,1,1989,UKG13,0
EP19950307607,0.0008,0,1995,UKJ23,0
EP19920306594,0.0159,1,1992,UKJ23,0
EP19950116154,0.0226,1,1995,UKG31,0
EP19910105142,0.0198,1,1991,UKG12,0
EP19950307067,0.008,0,1995,UKJ41,0
EP19880312002,0.0039,1,1988,UKJ42,0
EP19950309021,0.002,0,1995,UKK15,0
EP19840201489,0.0021,1,1984,UKJ23,0
EP20020015165,0.0569,0,1996,UKJ42,0
EP19900302269,0.1032,2,1990,UKJ42,0
EP19960309515,0.0007,0,1996,UKI23,0
EP19950304115,0.0007,3,1995,UKM24,0
EP20040029324,0.003,0,1996,UKJ31,0
EP19930309031,0.0051,3,1993,UKJ33,0
EP20040078387,0.0126,0,1996,UKH14,0
EP20020012692,0.0043,0,1996,UKJ23,0
EP19950304752,0.0043,8,1995,UKJ23,0
EP19930304824,0.0008,1,1993,UKD74,0
EP19980203039,0.0352,0,1996,UKJ14,0
EP20050075014,0.003,0,1996,UKM24,0
EP19960308987,0.001,2,1996,UKK11,0
EP19930309780,0.0048,2,1993,UKK12,0
EP19940307978,0.001,4,1994,UKK12,0
EP19960301380,0.0007,0,1996,UKI23,0
EP20030075104,0.0225,0,1996,UKJ14,0
EP19960925888,0.0029,0,1996,UKK43,0
EP19960101212,0.0029,2,1996,UKK23,0
EP19980105183,0.0188,0,1996,UKJ11,0
EP19960933155,0.0187,1,1996,UKC22,0
EP19960936561,0.0108,0,1996,UKC22,0
EP19960115209,0.0023,0,1996,UKH12,0
EP19940308084,0.0033,1,1994,UKH12,0
EP19960308904,0.0111,1,1996,UKM21,0
EP19880302508,0.0089,2,1988,UKJ23,0
EP20030076124,0.0024,0,1996,UKI11,0
EP20040000898,0.0203,0,1996,UKJ24,0
EP19960309518,0.0007,0,1996,UKI23,0
EP19820306692,0.0005,1,1982,UKI23,0
EP19960309074,0.0012,3,1996,UKF13,0
EP19800301410,0.0013,1,1980,UKK15,0
EP19960909881,0.0285,0,1996,UKC21,0
EP19950302860,0.0334,1,1995,GBZZZ,0
EP19960937005,0.0239,0,1996,UKH11,0
EP19970301304,0.0033,0,1996,UKF13,0
EP19910300786,0.0014,1,1991,UKM35,0
EP19960306932,0.0068,2,1996,GBZZZ,0
EP19950301012,0.008,3,1995,UKK11,0
EP19960305381,0.0386,0,1996,UKL17,0
EP19920300406,0.0064,2,1992,UKI22,0
EP19960906485,0.0577,0,1996,UKC22,0
EP19930202405,0.0297,1,1993,UKC22,0
EP19960202549,0.0308,0,1996,UKJ14,0
EP19960306918,0.0009,0,1996,UKK22,0
EP19890301675,0.0003,1,1989,UKK12,0
EP19960902387,0.0024,0,1996,UKJ23,0
EP19960924576,0.0053,0,1996,UKJ42,0
EP19920303681,0.0136,1,1992,UKJ42,1
EP19970122284,0.0013,0,1996,UKM25,0
EP19930304444,0.0028,1,1993,UKH33,0
EP19990303745,0.0066,0,1996,UKG13,0
EP19960905397,0.0215,0,1996,UKC22,0
EP19960304146,0.0023,0,1996,UKG24,0
EP19930302689,0.0024,1,1993,UKG24,0
EP20010118848,0.0165,0,1996,UKG13,0
EP19960304284,0.005,0,1996,UKK12,0
EP19950104367,0.0019,2,1995,UKK11,0
EP19960918333,0.0381,0,1996,UKH12,0
EP19960307021,0.0019,0,1996,UKJ14,0
EP19960300370,0.001,1,1996,UKJ14,0
EP19960305173,0.0227,1,1996,UKJ42,0
EP19920308930,0.0447,2,1992,UKD74,0
EP20000117256,0.0081,0,1996,UKK12,0
EP20000105508,0.0141,0,1996,GBZZZ,0
EP20000123033,0.0018,0,1996,UKJ11,0
EP20000111447,0.0003,0,1996,UKJ24,0
EP19830300301,0.0003,2,1983,UKM35,0
EP20000108220,0.0003,0,1996,UKJ24,0
EP19960305842,0.0015,0,1996,UKI23,0
EP20000117087,0.0023,0,1996,UKL22,0
EP19960918768,0.0023,2,1996,UKL21,0
EP19960304558,0.005,6,1996,UKL22,0
EP20000106942,0.0087,0,1996,UKL16,0
EP19860309213,0.008,1,1986,UKG31,0
EP19960202382,0.0018,0,1996,UKJ11,0
EP19940305572,0.0009,2,1994,UKJ14,0
EP19990202981,0.0007,1,1996,UKJ23,0
EP19940201882,0.01,2,1994,UKJ23,0
EP20010200016,0.009,1,1996,UKK22,0
EP19960111570,0.0027,0,1996,UKH12,0
EP19930304435,0.0067,2,1993,UKH12,0
EP20010106197,0.0029,0,1996,UKH12,0
EP19940304282,0.0054,5,1994,UKH12,0
EP19960906561,0.0313,0,1996,UKC22,0
EP19950914180,0.0304,1,1995,UKC22,0
EP19960923647,0.0239,0,1996,UKC22,0
EP19960917556,0.0009,0,1996,UKD62,0
EP19880312106,0.0008,1,1988,UKD31,0
EP19960923642,0.0458,0,1996,UKC22,0
EP19870306047,0.0211,2,1987,UKC22,0
EP19960105148,0.0001,0,1996,UKJ33,0
EP19860302089,0.003,1,1986,UKK13,0
EP19960308672,0.0037,0,1996,UKE42,0
EP19920305014,0.0062,2,1992,UKJ23,0
EP20020075469,0.001,0,1996,UKE42,0
EP20060076004,0.0225,0,1996,UKJ14,0
EP20060075978,0.0073,0,1996,UKJ41,0
EP19940307057,0.0101,6,1994,UKJ41,0
EP19960923641,0.0215,0,1996,UKC22,0
EP19980203042,0.0352,0,1996,UKJ14,0
EP19980203041,0.0352,0,1996,UKJ14,0
EP19960903973,0.0352,1,1996,UKJ14,0
EP19960903491,0.1581,0,1996,UKH12,0
EP19920300726,0.0159,1,1992,UKI21,0
EP19960308986,0.001,1,1996,UKK11,0
EP19980203040,0.0352,0,1996,UKJ14,0
EP19980202902,0.0352,0,1996,UKJ14,0
EP19960303280,0.0002,0,1996,UKJ12,0
EP19840300628,0.0008,1,1984,UKC22,0
EP19960307749,0.003,0,1996,UKC12,0
EP19920307571,0.0036,1,1992,UKD63,0
EP19940300481,0.0022,1,1994,UKJ14,0
EP19960922159,0.0018,0,1996,UKJ21,0
EP19960103064,0.0055,1,1996,UKG38,0
EP19980204147,0.0113,0,1996,UKK43,0
EP20090175954,0.0044,0,1996,UKH23,0
EP19870200866,0.0121,1,1983,UKK11,0
EP20010123909,0.0167,0,1996,UKD74,0
EP20010203085,0.0018,0,1996,UKJ24,0
EP19840305547,0.0057,1,1984,UKJ23,0
EP19960902617,0.0282,0,1996,GBZZZ,0
EP19960905128,0.0145,0,1996,UKC22,0
EP19950913973,0.0279,1,1995,UKC21,0
EP19980203838,0.0067,0,1996,UKI12,0
EP19850304858,0.0042,1,1985,UKM50,0
EP19960303150,0.0054,1,1996,UKK13,0
EP20070010032,0.0054,0,1996,UKH31,0
EP19970302937,0.005,2,1997,UKK11,0
EP19960304074,0.0032,0,1996,UKD32,0
EP19960303849,0.0019,0,1996,UKE21,0
EP19960107109,0.0002,0,1996,UKH23,0
EP19950301083,0.0002,1,1995,UKH23,0
EP19960300039,0.0062,0,1996,UKJ33,0
EP19940301584,0.0288,5,1994,UKJ11,0
EP19960300570,0.0052,0,1996,UKG12,0
EP19960304078,0.0009,0,1996,UKG13,0
EP19900305133,0.0039,2,1990,UKG13,0
EP19960303856,0.0051,1,1996,UKM31,0
EP19940307076,0.0099,1,1994,UKM27,0
EP19960303074,0.0004,0,1996,UKD32,0
EP19940301105,0.0008,1,1994,UKJ13,0
EP19960304617,0.0011,0,1996,UKN03,0
EP19890303771,0.0011,1,1989,UKN02,0
EP19960304588,0.0013,0,1996,UKJ23,0
EP19930302448,0.0079,2,1993,UKJ23,0
EP19960304705,0.0069,1,1996,UKJ11,0
EP19960304646,0.0013,0,1996,GBZZZ,0
EP19940309782,0.0024,1,1994,UKJ32,0
EP19960109864,0.0001,0,1996,UKH14,0
EP19960304346,0.002,0,1996,UKG37,0
EP19790300431,0.0012,1,1979,UKH33,0
EP19960304448,0.0003,0,1996,GBZZZ,0
EP19880310649,0.0008,1,1988,UKH23,0
EP19960304571,0.0016,0,1996,UKJ11,0
EP19960304572,0.0014,0,1996,UKJ11,0
EP19910303096,0.0032,1,1991,UKE42,0
EP19960304637,0.0029,0,1996,UKJ11,0
EP19960304410,0.0009,0,1996,UKG12,0
EP19960303188,0.0004,0,1996,UKJ41,0
EP19960302895,0.0005,0,1996,UKL18,0
EP19890311816,0.0006,1,1989,UKG13,0
EP19960303688,0.0033,0,1996,UKJ23,0
EP19960302690,0.0014,0,1996,UKJ14,0
EP19870305561,0.001,3,1987,UKD62,0
EP19960302689,0.0011,0,1996,UKJ14,0
EP19960303480,0.0083,0,1996,UKH14,0
EP19960302811,0.001,0,1996,UKD32,0
EP19960302810,0.0014,0,1996,UKD41,0
EP19960302809,0.0017,0,1996,UKJ13,0
EP19890312731,0.0007,1,1989,UKD73,0
EP19960302723,0.0039,0,1996,UKE42,0
EP19930304043,0.0051,13,1993,UKF16,0
EP19960201184,0.0031,0,1996,UKI23,0
EP19900301062,0.0037,2,1990,UKI22,0
EP19960107411,0.0009,0,1996,UKK14,0
EP19960303959,0.001,0,1996,UKG12,0
EP19920303054,0.0007,1,1992,UKK43,0
EP19960303743,0.0009,0,1996,UKM37,0
EP19820306068,0.0048,1,1982,UKJ13,0
EP19960480063,0.0022,0,1996,UKM25,0
EP19940303952,0.0013,1,1994,UKD31,0
EP19960300982,0.0046,0,1996,UKJ33,0
EP19960303734,0.0029,0,1996,UKH33,0
EP19900310905,0.0018,1,1990,UKF16,0
EP19960201426,0.0048,0,1996,GBZZZ,0
EP19860304301,0.0061,1,1986,UKJ31,0
EP19960303729,0.0025,0,1996,UKJ24,0
EP19960305829,0.0021,0,1996,UKI11,0
EP19780300248,0.0009,1,1978,UKL21,0
EP19960305517,0.005,2,1996,UKJ11,0
EP19960305487,0.0033,4,1996,UKJ11,0
EP19960305280,0.0103,0,1996,UKE12,0
EP19960305094,0.0051,0,1996,UKM33,0
EP19960305350,0.0045,1,1996,UKE31,0
EP19880309189,0.002,1,1988,UKE31,0
EP19960305512,0.009,1,1996,UKI11,0
EP19960113220,0.0013,0,1996,UKJ13,0
EP19890303666,0.0027,1,1989,UKD63,0
EP19880304261,0.0009,1,1988,UKD63,0
EP19960305783,0.0046,0,1996,UKJ23,0
EP19920304007,0.0063,1,1992,UKE41,0
EP19960202390,0.0033,0,1996,UKI23,0
EP19930202671,0.004,1,1993,UKI23,0
EP19960306197,0.0009,0,1996,UKK23,0
EP19930304781,0.0009,1,1993,UKE31,0
EP19960202205,0.007,2,1996,UKI23,0
EP19910913804,0.0025,2,1991,UKI23,0
EP19960202221,0.0061,0,1996,UKI23,0
EP19940201048,0.0023,2,1994,UKI23,0
EP19910918048,0.0023,2,1991,UKI12,0
EP19900905501,0.0016,2,1990,UKI12,0
EP19960304960,0.0175,1,1996,UKJ14,0
EP19920203138,0.0115,1,1992,UKJ23,0
EP19960304959,0.0148,1,1996,UKJ14,0
EP19960304897,0.0086,0,1996,UKD63,0
EP19910303610,0.0113,1,1991,UKD63,0
EP19960304893,0.0042,0,1996,UKK15,0
EP19890313321,0.0049,1,1989,UKK15,0
EP19960304886,0.0043,0,1996,UKJ23,0
EP19820102989,0.0043,1,1982,UKJ23,0
EP19960304891,0.0012,0,1996,UKF16,0
EP19960304992,0.0009,1,1996,UKF13,0
EP19960304711,0.0029,0,1996,UKF30,0
EP19930202597,0.0011,1,1993,UKG12,0
EP19960305037,0.0005,2,1996,UKJ42,0
EP19870305371,0.0005,1,1987,UKJ42,0
EP19960305016,0.0074,0,1996,UKF22,0
EP19960304866,0.0028,0,1996,UKJ33,0
EP19960305113,0.0011,0,1996,UKG12,0
EP19850307973,0.0069,1,1985,UKG36,0
EP19960305152,0.0002,0,1996,UKJ24,0
EP19850308018,0.0002,1,1985,UKJ33,0
EP19960305162,0.0014,0,1996,UKH33,0
EP19900313846,0.0008,2,1990,UKJ33,0
EP19960304941,0.0017,0,1996,UKH33,0
EP19960304892,0.0011,0,1996,UKH33,0
EP19960301376,0.0025,0,1996,UKG36,0
EP19960300889,0.0016,2,1996,UKG38,0
EP19960301179,0.0016,0,1996,UKH24,0
EP19960300953,0.0015,0,1996,UKF24,0
EP19930309191,0.0008,1,1993,UKF24,0
EP19960300883,0.0043,0,1996,UKJ23,0
EP19910308760,0.0049,1,1991,UKJ23,0
EP19960301208,0.0022,0,1996,UKH24,0
EP19910300987,0.0003,1,1991,UKH24,0
EP19960300455,0.0016,0,1996,UKM50,0
EP19950307647,0.0016,1,1995,UKM50,0
EP19960300970,0.0039,0,1996,UKK13,0
EP19960300993,0.0167,0,1996,UKJ23,0
EP19960301132,0.0033,1,1996,UKJ42,0
EP19960103043,0.0023,0,1996,UKI11,0
EP19830303933,0.0002,1,1983,UKI11,0
EP19960300602,0.0015,0,1996,UKD32,0
EP19880309703,0.0015,1,1988,UKD31,0
EP19960301061,0.0083,1,1996,UKC11,0
EP19960301688,0.0031,0,1996,UKI21,0
EP19960200538,0.0022,0,1996,UKM38,0
EP19950203202,0.0012,1,1995,UKM38,0
EP19930306842,0.0022,1,1993,UKG12,0
EP19960103324,0.0148,3,1996,UKE22,0
EP19930114251,0.0084,7,1993,UKH12,0
EP19960300136,0.0036,0,1996,UKK13,0
EP19960300841,0.0141,0,1996,UKD43,0
EP19960300091,0.0049,1,1996,UKJ13,0
EP19960300239,0.004,0,1996,UKG13,0
EP19960300414,0.014,0,1996,UKL15,0
EP19910309938,0.0307,1,1991,UKD74,0
EP19960300400,0.0024,0,1996,UKH23,0
EP19960300222,0.003,0,1996,UKL22,0
EP19910300372,0.0055,1,1991,UKL22,0
EP19820306224,0.0015,1,1982,UKH23,0
EP19960300578,0.0043,0,1996,UKH33,0
EP19910311847,0.0004,1,1991,UKH33,0
EP19960300437,0.0096,0,1996,UKJ42,0
EP19930119332,0.0096,1,1993,UKJ13,0
EP19960300440,0.0003,0,1996,GBZZZ,0
EP19820107710,0.0003,1,1982,UKC12,0
EP19890306316,0.0019,1,1989,UKL22,0
EP19960300052,0.0008,0,1996,UKC11,0
EP19910306867,0.0023,2,1991,UKC11,0
EP19960300362,0.0086,0,1996,UKC21,0
EP19890310367,0.0049,1,1989,UKH33,0
EP19960300471,0.0032,1,1996,UKI22,0
EP19930200937,0.002,1,1993,UKH12,0
EP19960300891,0.0017,0,1996,GBZZZ,0
EP19960300681,0.0004,0,1996,UKH12,0
EP19880304868,0.0639,1,1988,UKM24,1
EP19960300842,0.001,2,1996,UKG21,0
EP19960301077,0.0007,0,1996,UKJ33,0
EP19960301030,0.0007,0,1996,UKJ11,0
EP19960300359,0.0115,0,1996,UKC14,0
EP19960300601,0.0172,0,1996,UKJ11,0
EP19920301845,0.0162,1,1992,UKJ11,0
EP19960300581,0.0054,0,1996,UKH31,0
EP19960300580,0.0043,0,1996,UKH33,0
EP19960300622,0.0005,0,1996,UKH23,0
EP19910200043,0.0093,1,1991,UKJ23,0
EP19910200042,0.0005,1,1991,UKJ23,0
EP19960300707,0.0019,0,1996,UKJ23,0
EP19960302736,0.0019,2,1996,UKD43,0
EP19870304613,0.0019,1,1987,UKK23,0
EP19960302793,0.009,0,1996,UKJ23,0
EP19950302102,0.012,2,1995,UKH33,0
EP19930309895,0.0106,1,1993,UKH33,0
EP19960302516,0.0073,1,1996,UKJ11,0
EP19960302611,0.0014,0,1996,UKG12,0
EP19820300372,0.0004,1,1982,UKG12,0
EP19960302469,0.0046,0,1996,UKE22,0
EP19960302643,0.003,0,1996,UKD31,0
EP19880310600,0.0037,1,1988,UKG13,0
EP19960302792,0.0061,0,1996,UKJ23,0
EP19960302646,0.0014,0,1996,UKG24,0
EP19920311480,0.0015,1,1992,UKD31,0
EP19900300101,0.0017,1,1990,UKG31,0
EP19960201010,0.003,0,1996,UKI23,0
EP19960302709,0.0045,0,1996,UKK13,0
